The data of the Swiss Glacier Monitoring Network (GLAMOS) are freely available (https://www.glamos.ch) and may be used with indication of the source for scientific and non-commercial use.
When using these data, please cite as:
GLAMOS (2025). Swisswide Glacier Mass Balance, release 2025, Glacier Monitoring Switzerland, doi:10.18750/massbalance.swisswide.2025.r2025.

SWISSWIDE GLACIER MASS BALANCE

catchment,year,area,massbalance evolution,volume,volume change
Tessin/Simplon,1956,24.66,-0.166,0.847,-0.56
Tessin/Simplon,1957,24.65,-0.027,0.846,-0.09
Tessin/Simplon,1958,24.43,-0.438,0.834,-1.49
Tessin/Simplon,1959,24.12,-0.584,0.817,-1.99
Tessin/Simplon,1960,24.33,0.387,0.828,1.36
Tessin/Simplon,1961,24.16,-0.340,0.819,-1.17
Tessin/Simplon,1962,24.08,-0.170,0.814,-0.59
Tessin/Simplon,1963,24.08,0.022,0.814,0.08
Tessin/Simplon,1964,23.82,-0.485,0.801,-1.67
Tessin/Simplon,1965,24.07,0.371,0.811,1.31
Tessin/Simplon,1966,24.23,0.234,0.818,0.82
Tessin/Simplon,1967,24.51,0.490,0.832,1.73
Tessin/Simplon,1968,24.65,0.152,0.837,0.53
Tessin/Simplon,1969,24.72,0.117,0.840,0.41
Tessin/Simplon,1970,24.56,-0.350,0.830,-1.20
Tessin/Simplon,1971,24.35,-0.378,0.819,-1.30
Tessin/Simplon,1972,24.50,0.273,0.827,0.96
Tessin/Simplon,1973,24.18,-0.584,0.810,-2.01
Tessin/Simplon,1974,24.30,0.199,0.816,0.70
Tessin/Simplon,1975,24.07,0.184,0.821,0.64
Tessin/Simplon,1976,23.84,-0.407,0.810,-1.39
Tessin/Simplon,1977,23.61,1.615,0.855,5.54
Tessin/Simplon,1978,23.38,1.324,0.891,4.26
Tessin/Simplon,1979,23.14,-0.350,0.881,-1.07
Tessin/Simplon,1980,22.91,0.956,0.907,2.92
Tessin/Simplon,1981,22.68,0.447,0.919,1.32
Tessin/Simplon,1982,22.45,-0.813,0.898,-2.34
Tessin/Simplon,1983,22.22,-0.605,0.882,-1.76
Tessin/Simplon,1984,21.99,0.205,0.887,0.60
Tessin/Simplon,1985,21.76,-0.530,0.874,-1.53
Tessin/Simplon,1986,21.52,-0.631,0.858,-1.83
Tessin/Simplon,1987,21.29,-0.998,0.833,-2.91
Tessin/Simplon,1988,21.06,-0.682,0.816,-2.03
Tessin/Simplon,1989,20.83,-0.592,0.801,-1.78
Tessin/Simplon,1990,20.60,-1.234,0.771,-3.73
Tessin/Simplon,1991,20.37,-1.317,0.740,-4.09
Tessin/Simplon,1992,20.13,-0.169,0.736,-0.54
Tessin/Simplon,1993,19.90,0.086,0.738,0.27
Tessin/Simplon,1994,19.67,-0.379,0.729,-1.19
Tessin/Simplon,1995,19.44,0.195,0.734,0.61
Tessin/Simplon,1996,19.21,-0.499,0.722,-1.54
Tessin/Simplon,1997,18.98,-0.580,0.709,-1.79
Tessin/Simplon,1998,18.75,-1.416,0.678,-4.40
Tessin/Simplon,1999,18.51,-0.762,0.661,-2.45
Tessin/Simplon,2000,18.28,-0.664,0.647,-2.16
Tessin/Simplon,2001,18.05,0.499,0.658,1.64
Tessin/Simplon,2002,17.82,-0.371,0.650,-1.18
Tessin/Simplon,2003,17.59,-2.181,0.605,-6.94
Tessin/Simplon,2004,17.36,-0.722,0.590,-2.44
Tessin/Simplon,2005,17.13,-1.193,0.566,-4.07
Tessin/Simplon,2006,16.89,-1.503,0.536,-5.28
Tessin/Simplon,2007,16.66,-0.651,0.523,-2.38
Tessin/Simplon,2008,16.43,-0.797,0.508,-2.94
Tessin/Simplon,2009,16.20,-0.300,0.502,-1.13
Tessin/Simplon,2010,15.97,-0.730,0.489,-2.73
Tessin/Simplon,2011,15.74,-1.332,0.464,-5.05
Tessin/Simplon,2012,15.51,-1.073,0.444,-4.22
Tessin/Simplon,2013,15.35,-0.084,0.443,-0.34
Tessin/Simplon,2014,15.20,-0.092,0.441,-0.37
Tessin/Simplon,2015,14.85,-1.127,0.421,-4.46
Tessin/Simplon,2016,14.52,-1.003,0.404,-4.06
Tessin/Simplon,2017,14.08,-1.456,0.380,-5.96
Tessin/Simplon,2018,13.53,-1.269,0.360,-5.31
Tessin/Simplon,2019,13.23,-0.730,0.349,-3.15
Tessin/Simplon,2020,13.01,-0.539,0.340,-2.37
Tessin/Simplon,2021,12.75,-0.582,0.332,-2.57
Tessin/Simplon,2022,11.35,-3.413,0.286,-13.74
Tessin/Simplon,2023,10.32,-2.636,0.254,-11.18
Tessin/Simplon,2024,9.91,-1.071,0.242,-4.91
Tessin/Simplon,2025,9.34,-1.421,0.226,-6.46
Thur,1915,0.03,None,0.001,None
Thur,1916,0.03,1.017,0.001,5.49
Thur,1917,0.03,-0.020,0.001,-0.10
Thur,1918,0.03,0.528,0.001,2.74
Thur,1919,0.03,0.962,0.001,5.01
Thur,1920,0.03,0.436,0.001,2.19
Thur,1921,0.03,-2.275,0.001,-10.51
Thur,1922,0.03,0.513,0.001,2.69
Thur,1923,0.03,0.471,0.001,2.44
Thur,1924,0.03,0.601,0.001,3.09
Thur,1925,0.03,0.505,0.001,2.56
Thur,1926,0.03,0.210,0.001,1.04
Thur,1927,0.03,0.856,0.001,4.31
Thur,1928,0.03,-1.875,0.001,-8.61
Thur,1929,0.03,-1.160,0.001,-5.64
Thur,1930,0.03,0.152,0.001,0.78
Thur,1931,0.03,0.649,0.001,3.40
Thur,1932,0.03,-0.851,0.001,-4.21
Thur,1933,0.03,0.694,0.001,3.65
Thur,1934,0.03,-0.766,0.001,-3.81
Thur,1935,0.03,0.430,0.001,2.25
Thur,1936,0.03,0.439,0.001,2.28
Thur,1937,0.03,0.569,0.001,2.93
Thur,1938,0.03,-0.163,0.001,-0.81
Thur,1939,0.03,0.179,0.001,0.91
Thur,1940,0.03,1.059,0.001,5.46
Thur,1941,0.03,0.469,0.001,2.32
Thur,1942,0.03,-0.634,0.001,-3.02
Thur,1943,0.03,-0.438,0.001,-2.12
Thur,1944,0.03,-0.270,0.001,-1.33
Thur,1945,0.03,-0.075,0.001,-0.37
Thur,1946,0.03,-0.135,0.001,-0.67
Thur,1947,0.03,-2.762,0.001,-12.84
Thur,1948,0.03,0.868,0.001,4.76
Thur,1949,0.03,-1.190,0.001,-6.02
Thur,1950,0.02,-1.521,0.001,-7.82
Thur,1951,0.02,0.279,0.001,1.57
Thur,1952,0.02,-0.906,0.000,-4.88
Thur,1953,0.02,0.025,0.000,0.14
Thur,1954,0.02,0.251,0.001,1.43
Thur,1955,0.02,0.805,0.001,4.65
Thur,1956,0.02,0.041,0.001,0.23
Thur,1957,0.03,0.403,0.001,2.25
Thur,1958,0.02,-0.736,0.001,-3.93
Thur,1959,0.02,-0.899,0.000,-4.86
Thur,1960,0.02,0.411,0.001,2.37
Thur,1961,0.02,0.059,0.001,0.33
Thur,1962,0.02,0.136,0.001,0.77
Thur,1963,0.02,-0.630,0.000,-3.46
Thur,1964,0.02,-1.090,0.000,-5.99
Thur,1965,0.02,0.981,0.000,5.93
Thur,1966,0.02,0.785,0.001,4.59
Thur,1967,0.02,0.532,0.001,3.03
Thur,1968,0.03,0.995,0.001,5.67
Thur,1969,0.03,0.150,0.001,0.81
Thur,1970,0.03,0.352,0.001,1.91
Thur,1971,0.03,-0.582,0.001,-3.05
Thur,1972,0.03,-0.028,0.001,-0.15
Thur,1973,0.03,-0.780,0.001,-4.12
Thur,1974,0.03,0.477,0.001,2.67
Thur,1975,0.03,0.694,0.001,3.78
Thur,1976,0.03,-0.233,0.001,-1.22
Thur,1977,0.03,0.690,0.001,3.66
Thur,1978,0.03,1.007,0.001,5.16
Thur,1979,0.03,-0.167,0.001,-0.81
Thur,1980,0.03,0.857,0.001,4.21
Thur,1981,0.03,0.368,0.001,1.73
Thur,1982,0.03,-0.630,0.001,-2.92
Thur,1983,0.03,-0.294,0.001,-1.40
Thur,1984,0.03,0.757,0.001,3.66
Thur,1985,0.03,0.094,0.001,0.44
Thur,1986,0.03,-0.615,0.001,-2.86
Thur,1987,0.03,-0.223,0.001,-1.07
Thur,1988,0.03,0.132,0.001,0.64
Thur,1989,0.03,-0.339,0.001,-1.63
Thur,1990,0.03,-0.787,0.001,-3.85
Thur,1991,0.03,-1.318,0.001,-6.70
Thur,1992,0.03,-1.006,0.001,-5.48
Thur,1993,0.03,-0.094,0.001,-0.54
Thur,1994,0.03,-0.744,0.000,-4.31
Thur,1995,0.03,0.375,0.001,2.27
Thur,1996,0.03,-0.097,0.001,-0.58
Thur,1997,0.03,-0.359,0.000,-2.14
Thur,1998,0.03,-1.031,0.000,-6.28
Thur,1999,0.03,0.103,0.000,0.67
Thur,2000,0.03,0.190,0.000,1.22
Thur,2001,0.03,0.458,0.000,2.92
Thur,2002,0.03,-0.740,0.000,-4.58
Thur,2003,0.03,-2.012,0.000,-13.06
Thur,2004,0.03,0.142,0.000,1.06
Thur,2005,0.03,-0.753,0.000,-5.56
Thur,2006,0.03,-1.031,0.000,-8.06
Thur,2007,0.03,-0.740,0.000,-6.30
Thur,2008,0.03,-0.609,0.000,-5.53
Thur,2009,0.02,-0.938,0.000,-8.56
Thur,2010,0.02,-0.305,0.000,-2.99
Thur,2011,0.02,-1.793,0.000,-16.34
Thur,2012,0.02,-0.895,0.000,-9.22
Thur,2013,0.02,-0.122,0.000,-1.37
Thur,2014,0.02,-0.604,0.000,-6.62
Thur,2015,0.02,-1.130,0.000,-12.28
Thur,2016,0.02,-0.458,0.000,-5.49
Thur,2017,0.02,-1.249,0.000,-14.41
Thur,2018,0.01,-1.474,0.000,-17.62
Thur,2019,0.01,-0.665,0.000,-9.09
Thur,2020,0.01,-0.810,0.000,-11.30
Thur,2021,0.01,-0.306,0.000,-4.67
Thur,2022,0.01,-3.650,0.000,-38.98
Thur,2023,0.01,-2.839,0.000,-32.04
Thur,2024,0.00,-1.523,0.000,-18.25
Thur,2025,0.00,-2.944,0.000,-18.18

